timestamp,symbol,type,entry,tp,sl,status
2026-02-07 13:14,BTC_USDT,SHORT (AI),70148.07,67589.66464285714,71376.10457142859,PENDING
2026-02-07 15:22,BNB_USDT,LONG (AI),638.08,658.5139285714286,628.2717142857143,PENDING
