timestamp,open,high,low,close,volume,RSI,ATR,MACD,Signal_Line,SMA_20,Std_Dev,Upper_Band,Lower_Band
2025-12-28 13:00:00,124.42,124.8,124.3,124.63,60035.758,48.407643312101776,0.4842857142857144,0.27526228965145094,0.24749956901042036,124.1395,0.4251126785614405,124.98972535712288,123.28927464287712
2025-12-28 14:00:00,124.63,124.99,124.5,124.56,64849.175,53.146853146853275,0.47499999999999937,0.27572676480025393,0.2531450081683871,124.2065,0.3752371180158463,124.9569742360317,123.45602576396831
2025-12-28 15:00:00,124.57,125.03,124.42,124.44,82373.837,58.914728682170434,0.47142857142857003,0.26337583490484917,0.25519117351567955,124.2645,0.30814342183640103,124.8807868436728,123.6482131563272
2025-12-28 16:00:00,124.44,124.67,124.18,124.3,70536.779,51.61290322580641,0.46999999999999886,0.23952965524429715,0.2520588698614031,124.3,0.2640972707565236,124.82819454151304,123.77180545848695
2025-12-28 17:00:00,124.3,124.77,124.3,124.46,38039.766,56.47058823529409,0.4792857142857128,0.2308806010345279,0.24782321609602806,124.29550000000002,0.2603535046209541,124.81620700924192,123.77479299075812
2025-12-28 18:00:00,124.45,124.52,123.13,123.14,266982.692,37.50000000000005,0.5557142857142848,0.11617401325155186,0.22149337552713283,124.25699999999999,0.35871261037507446,124.97442522075013,123.53957477924985
2025-12-28 19:00:00,123.13,123.64,123.08,123.3,151668.585,43.478260869565155,0.5607142857142853,0.03774379190306831,0.18474345880231993,124.18549999999998,0.3996508344463755,124.98480166889273,123.38619833110722
2025-12-28 20:00:00,123.3,123.69,123.1,123.43,32381.846,40.229885057471385,0.5692857142857142,-0.013764145528426752,0.1450419379361706,124.138,0.43057611344997687,124.99915222689997,123.27684777310004
2025-12-28 21:00:00,123.43,123.86,123.3,123.86,125940.733,45.11873350923476,0.5735714285714286,-0.0196605165014887,0.11210144704863874,124.13200000000002,0.43371831751422724,124.99943663502847,123.26456336497156
2025-12-28 22:00:00,123.86,124.34,123.53,124.24,163285.639,49.51456310679605,0.5942857142857149,0.006257261414233994,0.09093260992175779,124.133,0.43395488487314743,125.00090976974629,123.2650902302537
