timestamp,open,high,low,close,volume,RSI,ATR,MACD,Signal_Line,SMA_20,Std_Dev,Upper_Band,Lower_Band
2025-12-28 13:00:00,855.55,858.7,855.32,858.05,5493.008,78.79592740150518,3.045000000000008,3.4927700475675465,1.923288697119626,844.893,5.260272256312059,855.4135445126242,834.3724554873759
2025-12-28 14:00:00,858.05,859.33,856.37,857.52,4877.177,86.03189946834222,3.035714285714302,3.9240884135958822,2.3234486404148775,845.775,5.824138969568121,857.4232779391363,834.1267220608637
2025-12-28 15:00:00,857.52,863.4,857.37,860.58,6622.997,97.34017732151219,3.1735714285714494,4.461399516169536,2.7510388155658094,846.7565000000001,6.573999243430993,859.904498486862,833.6085015131381
2025-12-28 16:00:00,860.57,865.09,860.12,864.0,7197.74,97.5888324873099,3.3471428571428743,5.104348106320913,3.22170067371683,847.942,7.428771663004038,862.7995433260081,833.0844566739919
2025-12-28 17:00:00,864.01,866.4,863.14,866.26,4561.638,97.79069767441884,3.4728571428571593,5.730198447820499,3.723400228537564,849.1365,8.349319717009317,865.8351394340186,832.4378605659813
2025-12-28 18:00:00,866.27,867.22,858.84,859.0,6166.716,75.2450205501108,3.882142857142875,5.576090328507348,4.09393824853152,849.9805,8.455214196296923,866.8909283925939,833.0700716074061
2025-12-28 19:00:00,859.0,862.51,858.81,859.68,2426.258,75.73597768825539,4.007142857142875,5.446050174304787,4.364360633686174,850.7125,8.636756137517413,867.9860122750348,833.4389877249652
2025-12-28 20:00:00,859.68,862.37,858.69,860.66,1783.7,75.9963212752913,4.1692857142857225,5.360280250934466,4.563544557135833,851.615,8.688436659085683,868.9918733181714,834.2381266818286
2025-12-28 21:00:00,860.65,860.81,856.84,858.2,2657.287,70.48192771084362,4.395714285714283,5.035756461958499,4.6579869381003665,852.5105,8.377155323603919,869.2648106472078,835.7561893527921
2025-12-28 22:00:00,858.2,860.9,857.0,860.06,2199.911,70.60839760068565,4.456428571428562,4.872488462482238,4.700887242976741,853.4385,8.117226824216802,869.6729536484336,837.2040463515664
2025-12-28 23:00:00,860.05,860.64,857.0,859.32,2552.953,69.22430691683027,4.556428571428561,4.630013665599108,4.686712527501214,854.3245000000001,7.714102243362311,869.7527044867247,838.8962955132754
2025-12-29 00:00:00,859.32,864.85,858.71,862.52,4778.319,69.82427237781458,4.68857142857142,4.64254750091186,4.677879522183344,855.299,7.438334490999599,870.1756689819991,840.4223310180008
2025-12-29 01:00:00,862.52,865.31,859.3,864.54,4859.829,65.57017543859664,4.474285714285705,4.760600534266018,4.694423724599878,856.3725000000001,7.123154146864564,870.6188082937292,842.1261917062709
2025-12-29 02:00:00,864.55,872.12,864.54,866.84,12779.676,66.97716346153875,4.828571428571422,4.982316152600447,4.752002210199993,857.5295,6.829697130527112,871.1888942610542,843.8701057389458
2025-12-29 03:00:00,866.84,871.13,866.19,869.19,6612.938,66.81763285024186,4.93999999999999,5.286710826194621,4.858943933398918,858.793,6.5093884424521535,871.8117768849044,845.7742231150957
2025-12-29 04:00:00,869.2,871.66,867.8,868.77,4282.723,67.04029082096346,5.004285714285702,5.431444991247645,4.9734441449686635,859.95,6.089566573461841,872.1291331469238,847.7708668530763
2025-12-29 05:00:00,868.77,868.9,864.03,864.57,5380.248,55.841874084919546,4.921428571428562,5.147901160548599,5.008335548084651,860.899,5.138586637546426,871.1761732750929,850.6218267249071
2025-12-29 06:00:00,864.56,865.95,863.52,863.84,2912.967,49.74570883661798,4.739999999999993,4.808852277117012,4.968438893891124,861.6870000000001,4.190215545265048,870.0674310905302,853.30656890947
2025-12-29 07:00:00,863.84,864.0,858.8,860.58,10496.673,41.25077017868145,4.8785714285714255,4.228356972125084,4.8204225095379165,861.9860000000001,3.858088427677717,869.7021768553556,854.2698231446446
2025-12-29 08:00:00,860.58,861.79,858.6,858.84,6130.692,49.7030438010394,4.5078571428571355,3.586563135198503,4.573650634670034,862.1510000000001,3.631832798144114,869.4146655962883,854.8873344037119
